,time (in sec)
ytd_model,0.0
my_GCN,86.21934231122334
my_GCN_with_edge_attr,88.04909467697144
my_GAT,166.7563387552897
my_GAT_with_edge_attr,284.4880853494008
my_GraphSAGE,214.23175938924155
GCN,130.9258603254954
GCN_with_edge_attr,122.42572299639384
GAT,163.7099850177765
GAT_with_edge_attr,169.9353577295939
GraphSAGE,387.5469322999318
LinearRegression,0.14496064186096191
MLP,1.090356667836507
RandomForest,38.642645041147865
