,time (in sec)
ytd_model,0.0
my_GCN,33.60473362604777
my_GCN_with_edge_attr,35.18156695365906
my_GAT,43.00172201792399
my_GAT_with_edge_attr,65.65461572011311
GraphSAGE,9.138646682103476
LinearRegression,0.08075801531473796
MLP,0.7528509298960367
RandomForest,21.149194320042927
