,time (in sec)
ytd_model,0.0
my_GCN,79.19816001256306
my_GCN_with_edge_attr,80.33306789398193
my_GAT,154.54097064336142
my_GAT_with_edge_attr,185.50235676765442
my_GraphSAGE,75.32482830683391
GCN,40.480700651804604
GCN_with_edge_attr,41.75904496510824
GAT,57.0415403842926
GAT_with_edge_attr,58.165886561075844
GraphSAGE,43.2853676478068
LinearRegression,0.13228400548299155
MLP,1.0850484371185303
RandomForest,38.664465030034386
