,time (in sec)
ytd_model,0.0
my_GCN,71.88789534568787
my_GCN_with_edge_attr,72.15975896517436
my_GAT,129.27679761250815
my_GAT_with_edge_attr,147.5999480088552
my_GraphSAGE,480.7733580271403
GCN,34.094226598739624
GCN_with_edge_attr,34.73566770553589
GAT,45.670066038767494
GAT_with_edge_attr,46.23819398880005
GraphSAGE,38.76024969418844
LinearRegression,0.14517545700073242
MLP,1.0876816113789876
RandomForest,38.55900001525879
