,time (in sec)
ytd_model,0.0
my_GCN,92.181587378184
my_GCN_with_edge_attr,92.13496200243632
my_GAT,179.70615832010904
my_GAT_with_edge_attr,256.57562764485675
my_GraphSAGE,88.18518368403117
GCN,51.33054836591085
GCN_with_edge_attr,52.111637036005654
GAT,79.60860665639241
GAT_with_edge_attr,80.79643472035725
GraphSAGE,52.34873962402344
LinearRegression,0.16147931416829428
MLP,1.3065969944000244
RandomForest,38.936057329177856
